id,field,year,difficulty,question,choice1,choice2,choice3,choice4,answer,explanation,source_url
H02QA_Q48,税・その他,H02,2,"消費税の免税事業者である宅地建物取引業者A は, 消費税の課税事業者で ある法人甲から媒介の依頼を受け, また, 消費税の課税事業者である宅地建物取引 業者B は, 消費税の免税事業者である乙から媒介の依頼を受けて, A B 共同して, 甲乙間に, 甲の所有する事業用の宅地及び建物の売買契約を成立させた。この場合, 宅地建物取引業者が受領することのできる報酬の上限額に関する次の記述のうち, 正しいものはどれか。","消費税込みの物件価額が宅地L OOO 万円, 建物2,060 万円の場合, A の受領 することのできる報酬の上限額は, 96 万円である。","消費税込みの物件価額が宅地1,000 万円, 建物2,000 万円の場合, A の受領 することのできる報酬の上限額は, 98 万8 ,800 円である。","消費税込みの物件価額が宅地1 ,000 万円, 建物2,060 万円の場合, B の受領 することのできる報酬の上限額は, 96 万円である。","消費税込みの物件価額が宅地1 ,000 万円, 建物2 ,000 万円の場合, B の受領 することのできる報酬の上限額は, 98 万8 ,800 円である。 H‐2",1,"免税事業者Aは消費税を課さないため、物件価額に消費税を含めずに報酬を計算する。正解の選択肢2では、宅地1,000万円＋建物2,000万円＝3,000万円が報酬計算の基礎となり、上限額は98万8,800円となる。他の選択肢は、免税事業者なのに消費税込みで計算したり、課税事業者Bの計算を誤っている。覚えるべきは「免税事業者は消費税抜き、課税事業者は消費税込みで計算」だ。",https://www.retio.or.jp/wp-content/uploads/2024/10/H02-q_a.pdf
H02QA_Q49,税・その他,H02,2,"宅地建物取引業者が自ら売主として宅地建物取引業法第37条に規定する書 面を交付する場合に関する次の記述のうち, 宅地建物取引業法の規定に違反しない ものはどれか。","売買の対象が工事完了前の物件で, 完成の時期が未定であったので, 引渡し の時期について, これを定めず, 貫主の承諾を得て, その記載をしなかった。","天災その他不可抗力による損害の負担について, 不確定な要素であったので, これを定めず, 貫主の承諾を得て, その記載をしなかった。","固定資産税について, 負担額が不明であったので, 日割計算によって負担割 合を定めたが, 買主の承諾を得て, その記載を省略した。","金銭の貸借のあっせんの定めをしたが, その履行が確実であったので, 当該 あっせんに係る金銭の貸借が成立しないときの措置について, これを定めず, 貫主の承諾を得て, その記載をしなかった。 〔間 脆〕 宅地建物取引業保証協会 (以下この間においてr保証協会｣という。) 及 び弁済業務保証金分担金(以下この間において｢分担金｣という。) に関する次の 記述のうち, 正しいものはどれか。 120 万円の分担金を納付して保証協会の社員となった者が, 新たに一事務所 を設置したときは, その日から2 週間以内に, 60 万円の分担金を当該保証協会 に納付しなければならない。 390 万円の分担金を納付して保証協会の社員となった者との宅地建物の取引 に関し債権を有する者は, 5 ,500 万円を限度として,-当該保証協会が供託して いる弁済業務保証金から弁済を受ける権利を有する。 270 万円の分担金を納付して保証協会の社員となった者が, 当該保証協会の 社員の地位を失ったときは, その地位を失った日から1 週間以内に, 4 ,500 万 円の営業保証金を供託しなければならない。 120 万円の分担金を納付して保証協会の社員となった者が, 30 万円の特別弁 済業務保証金分担金を納付すべき通知を受けたときは, その通知を受けた日か ら3 月以内に, 30 万円を当該保証協会に納付しなければならない。 問 １ 問 ２ 問 ３ 問 ４ 問 ５ 問 ６ 問 ７ 問 ８ 問 ９ 問１０ 問１１ 問１２ 問１３ 問１４ 問１５ 問１６ 問１７ 問１８ 問１９ 問２０ なし 問２１ 問２２ 問２３ 問２４ 問２５ 問２６ 問２７ 問２８ 問２９ 問３０ 問３１ 問３２ 問３３ 問３４ 問３５ 問３６ 問３７ 問３８ 問３９ 問４０ 問４１ 問４２ 問４３ 問４４ 問４５ 問４６ 問４７ 問４８ 問４９ 問５０ 平成２年度宅地建物取引主任者資格試験正解番号表",2,正解は3です。固定資産税の負担額が不明な場合、日割計算で負担割合を定めることは適切であり、買主の承諾を得て記載を省略しても違反になりません。1は引渡しの時期を定めないと違反です。2は不可抗力による損害の負担を定めないと違反です。4は金銭の貸借のあっせんが成立しないときの措置を定めないと違反です。覚えるべき一言は「固定資産税の負担は日割計算が基本」です。,https://www.retio.or.jp/wp-content/uploads/2024/10/H02-q_a.pdf
H03QA_Q02,権利関係,H03,2,"A がその所有地をB に譲渡し, 移転登記を完了した後, C が, B からその 土地を賃借して, 建物を建て, 保存登記を完了した。その後, A がB の強迫を理由 としてA B 間の売買契約を取り""肖し, C に対して土地の明渡し及び建物の収去を請 求した場合, 民法及び借地法の規定によれば, 次の記述のうち正しいものはどれか。","C は, 借地権に基づき, A の請求を拒むことができる。","C は, B の登記名義を善意無過失に信じたとして, A の請求を拒むことがで きる。","C は, A がB から強迫を受けたことを知らないことについて善意無過失であ るとして, A の請求を拒むことができる。","C は, A の請求を拒むことができない。 H‐3",3,売買契約が強迫を理由に取り消されると、Bの所有権は遡及的に消滅し、Aが真の所有者に復帰する。借地権は所有権に基づくため、Cの権利も消滅する。民法94条2項の類推適用は登記の信頼保護の規定であり、このケースでは適用されない。建物収去請求権は所有者Aに認められる。覚えるべきは「取消による遡及効で借地権も消滅」,https://www.retio.or.jp/wp-content/uploads/2024/10/H03-q_a.pdf
H03QA_Q03,権利関係,H03,2,"A がB から代理権を与えられて, 契約を締結し, 又は締結しようとする場 合に関する次の記述のうち, 民法の規定及び判例によれば, 誤っているものはどれ かo","A が未成年者である場合, B は, 親権者の同意がないことを理由として, A が締結した契約を取りシ肖すことができる。","A がC にだまされて契約を締結した場合においても, B は, C の詐欺を知っ ていたときは, その契約を取りシ肖すことができない。","A がB からB 所有地の売却の代理権を与えられている場合, A は, B の同意 がなければ, 自ら買主となることができない。","A がB からB 所有建物の賃貸の代理権を与えられている場合, A は, B 及び 賃借人D の同意があれば, D の代理人にもなることができる。",3,正解は4です。理由は、代理権は特定の行為に限定されており、AがBの代理人として賃貸契約を締結する権限を持っていても、Dの代理人になることはできないからです。1は誤りで、未成年者が代理権を持つことは可能であり、親権者の同意がないことを理由に契約を取り消すことはできません。2は正しい記述で、Bが詐欺を知っていた場合、契約を取り消すことはできません。3も正しく、AがBの所有地を売却する代理権を持っていても、自ら買主になることはできません。覚えるべき一言は「代理権は特定の行為に限定される」です。,https://www.retio.or.jp/wp-content/uploads/2024/10/H03-q_a.pdf
H03QA_Q04,権利関係,H03,2,"A が所有する土地について次に掲げる事実が生じた場合, 民法の規定及び 判例によれば, 次の記述のうち誤っているものはどれか。","A がB から土地を譲り受けたが, その未登記の間に, C がその事情を知りつ つ, B からその土地を譲り受けて, C 名義の所有権移転登記をした場合, A は, その所有権をC に対抗することができない。","A の所有地がA からD , D からE へと売り渡され, E 名義の所有権移転登記 がなされた後でも, A がD の債務不履行に基づきA D 間の売買契約を解除した 場合, A は, その所有権をE に対抗することができる。","A の所有地にF がA に無断でF 名義の所有権移転登記をし, A がこれを知り ながら放置していたところ, F がF 所有地として善意無過失のG に売り渡し, G がG 名義の所有権移転登記をした場合, A は, その所有権をG に対抗するこ とができない。","A がH から土地を譲り受けたが, その未登記の間に, 1 が権原のないJ から その土地を賃借して, 建物を建築し, 建物保存登記を行った場合, A は, I に その土地の明渡し及び建物の収去を請求することができる。 ･ “ ′ ′ ′ “ 、 ℃ く ′ ′ ′ ‐ - ′ ･ く く ′ ′ ‘ “ ‘ “ - - ･ ･ - ‐ ′ H‐3",1,正解は2です。AがDとの売買契約を解除しても、Eが善意で登記を備えている場合、Aは所有権をEに対抗できません。1はCが悪意なのでAは対抗できず、3はGが善意無過失で登記を備えているためAは対抗できません。4はIが権原なく建物を建てたため、Aは明渡しと収去を請求できます。覚えるべき一言：「善意の第三者には対抗できない」。,https://www.retio.or.jp/wp-content/uploads/2024/10/H03-q_a.pdf
H03QA_Q05,権利関係,H03,2,"A ･B ･C 3 人の建物の共有(持分均一) に関する次の記述のうち, 民法 の規定及び判例によれば, 正しいものはどれか。","その建物の増築は, A ･B ･C 3 人の持分価格の過半数の同意があれば, す ることができる。","その建物をD に賃貸している場合において, D に賃貸借契約解除の事由があ るときは, A は, B 及びC の同意を得ることなく, D との契約を解除すること ができる。","A ･B ･C は, その合意により建物の分割をしない契約をすることができる が, その期間は5 年を超えることができず, また, 更新することができない。","その建物の管理に関してA がB 及びC に債務を負っている場合, B 及びC は, A がその債務を支払わずに持分をE に譲渡しても, E に対し, その債務の支払 いを請求することができる。",1,共有物の賃貸借契約解除は、共有者単独で可能（判例）。1は共有物の変更（増築）なので持分3分の2以上の同意が必要。3は不分割特約の期間は5年以内だが更新可能。4は債務は特定承継人（E）に及ばない。覚えるべきは「賃貸借解除は単独可、変更は持分3分の2以上」。,https://www.retio.or.jp/wp-content/uploads/2024/10/H03-q_a.pdf
H03QA_Q06,権利関係,H03,2,"A 及びB は, C の所有地を買い受ける契約をC と締結し, 連帯して代金を 支払う債務を負担している。この場合, 民法の規定によれば, 次の記述のうち誤っ ているものはどれか。","A の債務が時効によ明職威したときは, B は, A の負担部分について支払い を免れる。","C がA に対して期限の猶予をしたときは, B の債務についても, 期限が猶予 される。","C がB に対して支払いを請求して, C の代金債権の消滅時効が中断されたと きは, A の債務についても, 中断される。","A が債務を承認して, C の代金債権の消滅時効が中断されたときでも, B の 債務については, 中断されない。 - --",2,連帯債務では、債務者の一人に対する時効中断は他の債務者にも及ぶため、3は誤り。1は、連帯債務では各債務者が全額を負担するため、Aの時効消滅でBが免責されることはない。2は、期限の猶予は連帯債務者全員に及ぶため正しい。4は、債務の承認は承認した債務者にのみ時効中断の効果が生じるため正しい。覚えるべき一言：連帯債務では、一人に対する時効中断は全員に及ぶ。,https://www.retio.or.jp/wp-content/uploads/2024/10/H03-q_a.pdf
H03QA_Q07,権利関係,H03,2,"不動産を目的とする担保物権に関する次の記述のうち, 民法の規定によれ ば, 誤っているものはどれか。","不動産を目的とする担保物権の中には, 登記なくして第三者に対抗すること ができるものもある。","不動産を目的とする担保物権の中には, 被担保債権が将来のものであっても 存在するものがある。","不動産を目的とする担保物権の順位は, すべて登記の先後による。","不動産を目的とする担保物権は, 被担保債権の全部が弁済されるまでは, 目 的物の全部の上にその効力を及ぼす。 〔間 8〕 不動産の買戻しに関する次の記述のうち, 民法の規定及び判例によれば, 誤っているものはどれか。 買戻しをするには, 買主の支払った代金及び契約費用を返還すればよく, 必 要費及び有益費を支払わなければ買戻しをなし得ない旨の特約は, 無効となる。 買戻しの期間は, 10 年を超えることができない。 買戻しの期間は, 後日これを伸長することができない。 買戻しの特約は, 売買の登記後においても登記することができ, 登記をすれ ば第三者に対しても効力を生ずる。",3,正解は4です。不動産を目的とする担保物権は、被担保債権の一部が弁済された場合でも、目的物の全部に効力を及ぼすとは限りません。民法では、一部弁済の場合にはその範囲内で効力を及ぼすことが規定されています。選択肢1は、留置権のように登記なく第三者に対抗できる担保物権があるため正しい。選択肢2は、根抵当権のように将来の債権を担保するものもあるため正しい。選択肢3は、担保物権の順位は登記の先後によるため正しい。覚えるべき一言：「一部弁済でも全部に効力は及ばない。」,https://www.retio.or.jp/wp-content/uploads/2024/10/H03-q_a.pdf
H03QA_Q09,権利関係,H03,2,"A のB に対する貸金に関する次の記述のうち, 民法の規定及び判例によれ ば, 誤っているものはどれか。","A B 間で利息について別段の定めがないときは, A は, 利息を請求すること ができない。","A B 間で返済時期について別段の定めがないときは, A は, 相当の期間を定 めて, 返済を催告することができる。","A B 間で返済場所について別段の定めがないときは, B は, A の住所で返済 しなければならない。","B が返済をしようとしても A が受取証書を交付しないときは, B は, その 交付がなされるまで, 返済を拒むことができる。 H‐3",2,民法587条では、返済場所の定めがない場合、借主の住所で返済すればよいと規定されている。3は「貸主の住所」と誤っているため誤り。1は無利息特約がない限り法定利息が発生するため誤り。2は587条の通り正しい。4は494条の通り正しい。覚えるべきは「返済場所は借主の住所」！,https://www.retio.or.jp/wp-content/uploads/2024/10/H03-q_a.pdf
H03QA_Q10,権利関係,H03,2,"A のB に対する土地の贈与(何らの負担もないものとする。沸こ関する次の 記述のうち, 民法の規定及び判例によれば, 誤っているものはどれか。","その贈与が書面によらないものであっても, B にその土地の所有権移転登記 がなされたときは, A は, その贈与を取りマ肖すことができない。 かし","その贈与が書面によるか否かを問わず, その土地に瑕疵があっても, A は, かし そのことを知らなかったときは, B に対して瑕疵の責任を負わない。","その贈与が書面による死因贈与であっても, A は, 後にその土地を第三者に 遺贈することができる。","その贈与が書面による死因贈与であったときは, A は, 後に遺言によりその 贈与を取り""肖すことができない。 〔間 鮒〕 A がB からB の所有地を買い受ける契約を締結した場合に関する次の記述 のうち, 民法の規定によれば, A がその善意悪意に関係なく契約を解除することが できるものは, どれか。 その土地の一部が他人のものであって, B がA に権利を移転することができ ず, 残りの土地だけではA が買うことができないとき。 その土地の全部が他人のものであって, B がA に権利を移転することができ ないとき。 かし その土地に隠れた瑕疵があり, 契約の目的を達成することができないとき。 その売買が実測面積を表示し, 単価を乗じて価格が定められている場合にお いて, その面積が著しく不足していたとき。 H‐3",3,正解は4。死因贈与は遺贈と同様に扱われ、遺言で撤回可能（民法554条）。1は書面によらない贈与でも登記済みなら撤回不可（民法550条）。2は贈与者が瑕疵を知らなければ責任を負わない（民法551条2項）。3は死因贈与でも贈与者は第三者に遺贈可能。覚えるべきは「死因贈与は遺言で撤回可能」である。,https://www.retio.or.jp/wp-content/uploads/2024/10/H03-q_a.pdf
H03QA_Q12,権利関係,H03,2,"A がB の所有地を賃借して木造家屋を所有している場合に関する次の記述 のうち, 民法及び借地法の規定並びに判例によれば, 正しいものはどれか。","A は, 家屋が火災により減失したときは, 新築することができ, その建物が 借地権の残存期間を超えて存続するものであっても, B は異議を述べることが できない。","A は, 家屋と借地権を他に譲渡しようとするときは, B の承諾又はこれに代 わる裁判所の許可を得なければならない。","A は, 借地権が消滅した場合において, 家屋があるときは, 自らが債務不履 行のときでも B に対し家屋の買取りを請求することができる。","B は, 弁済期が到来した借賃のうち最後の1 年分についてのみ, A の家屋の 上に先取特権を有する。",2,借地借家法では、借地権消滅時に建物が残っている場合、借地人（A）は地主（B）に建物買取を請求できる（借地借家法13条）。これはAに債務不履行があっても可能。1は借地権期間を超える新築には地主の異議権があるため誤り。2は借地権譲渡に承諾不要（建物譲渡時は必要）。4の先取特権は最後の2年分（民法311条）。覚えるべきは「借地権消滅時の建物買取請求権は債務不履行でも可能」。,https://www.retio.or.jp/wp-content/uploads/2024/10/H03-q_a.pdf
H03QA_Q13,権利関係,H03,2,"A がB からB の所有する建物を賃借している場合に関する次の記述のうち, 民法及び借家法の規定によれば, 誤っているものはどれか。","賃貸借契約の締結に関する費用は, A B が平分して負担する。","A は, B の負担すべき必要費を支出したときは, 直ちに, B に対しその償還 を請求することができる。","A は, 有益費を支出したときは, 賃貸借終了の際, その価格の増加が現存す る場合に限り, 自らの選択によりその費した金額又は増加額の償還を請求する こと力ゞできる。","A は, B の同意を得て建物に造作を付加したときは, 賃貸借終了の際, B に 対し時価でその造作を買い取るべきことを請求することができる。 H‐3",2,正解は3。有益費の償還請求は「支出額」か「増加額」の選択ではなく、増加額が現存する場合に限り「支出額」のみ請求可能（民法608条2項）。1は誤りで契約締結費用は原則借主負担、2は必要費は直ちに請求可、4は造作買取請求権の正しい記述。覚えるべきは「有益費は支出額のみ請求可、増加額現存が条件」。,https://www.retio.or.jp/wp-content/uploads/2024/10/H03-q_a.pdf
H03QA_Q14,権利関係,H03,2,"区分所有者の共同の利益に反する行為をした者に対する措置に関する次の 記述のうち, 建物の区分所有等に関する法律(以下この間においてr区分所有法J という。) の規定によれば, 正しいものはどれか。","区分所有者が区分所有法第6 条第1項に規定する共同の利益に反する行為を した場合, 管理組合法人は, 同法第57 条の当該行為の停止等を請求する訴訟及 び第58 条の使用禁止を請求する訴訟を提起できるが,当該区分所有者の区分所 有権の競売を請求する訴訟は提起できない。","占有者が区分所有法第6 条第1 項に規定する共同の利益に反する行為をした 場合, 管理組合法人は, 当該占有者の専有部分の引渡しを請求する訴訟を提起 するこごはできない。","区分所有法第57 条の行為の停止等を請求する訴訟は,区分所有者及び議決権 の各÷ 以上の多数による集会の決議こよらなるナれば, 提起できない。","区分所有法第58 条の使用禁止を請求する訴訟は,区分所有者及び旨議決権の各 ÷ 以上の多数による集会の決議こよらなければ, 提起できない。",1,正解は2。占有者が共同の利益に反する行為をしても、管理組合法人は専有部分の引渡しを請求できず、あくまで占有者本人に対する措置（退去請求等）に限られる。1は誤りで、管理組合法人は区分所有権の競売請求も可能。3と4は誤りで、57条・58条の訴訟に集会決議は不要。覚えるべきは「占有者への引渡請求不可」と「57・58条は決議不要」！,https://www.retio.or.jp/wp-content/uploads/2024/10/H03-q_a.pdf
H03QA_Q15,法令上の制限,H03,2,"不動産登記に関する次の記述のうち, 誤っているものはどれか。","所有権移転の登記の抹消は, 甲区事項欄に記載される。","抵当権の順位の変更の登記は, 乙区事項欄に記載される。","根抵当権の登記名義人の表示の変更の登記は, 申区事項欄に記載される。","買戻しの特約の登記は, 買主の権利取得の登記の付記登記として甲区事項欄 に記載される。 H‐3",1,抵当権の順位変更登記は乙区ではなく「丙区」に記載されるため2が誤り。1の所有権移転登記抹消は甲区が正しい。3の根抵当権登記名義人表示変更は申区（丙区の旧称）で正しい。4の買戻特約登記は甲区付記登記で正しい。覚えるべきは「順位変更は丙区」！,https://www.retio.or.jp/wp-content/uploads/2024/10/H03-q_a.pdf
H03QA_Q16,法令上の制限,H03,2,"不動産登記に関する次の記述のうち, 正しいものほどれか。","不動産登記法の規定により登記所に備える地図は, すべて一筆の土地ごとに 作製され, 土地の区画及び地番が明確にされている。","一棟の建物を区分した建物以外の建物の床面積は, 壁その他の区画の内側線 で囲まれた部分の水平投影面積により算出される。","二つの登記所の管轄区域にまたがって建っている建物の表示の登記の申請は, 双方の登記所にそれぞれ申請しなければならない。","建物の滅失の登記は, 登記官の職権によってすることができる。",2,正解は3です。建物が二つの登記所の管轄区域にまたがる場合、表示登記は双方の登記所にそれぞれ申請する必要があります。これは、各登記所が管轄する部分について個別に登記を行うためです。1の誤りは、地図は一筆ごとに作製されるとは限らず、街区方式などもある点です。2は、床面積は壁の中心線で囲まれた部分で算出されるため誤りです。4は、滅失登記は原則として所有者の申請が必要で、職権による登記は例外的です。覚えるべき一言：「管轄区域がまたがる建物は、双方の登記所に申請が必要。」,https://www.retio.or.jp/wp-content/uploads/2024/10/H03-q_a.pdf
H03QA_Q17,法令上の制限,H03,2,"国土利用計画法に関する次の記述のうち, 正しいものはどれか。","信託契約によって土地の所有権の移転を受けた受託者(信託銀行) が, 信託 財産である当該土地を売却する場合, 国土利用計画法第23 条の届出(以下この 間においてr届出｣という。) をする必要はない。","土地の売買を行おうとする者は, 届出の日以後は契約を締結してもよく, 当 該届出の内容について勧告された場合は, 勧告にしたがって契約を変更すれば 足りる。","監視区域に所在する土地について売買契約を締結した者は, その土地が届出 対象面積未満のものであっても, 当該契約の対価, 利用目的等について, 都道 府県知事から報告を求められることがある。","規制区域に所在する土地について, 都道府県知事の許可を受けずに売買契約 を締結した場合, 刑罰を課されることはあるが, 当該契約は効力を有する。 H‐3",0,信託契約による土地の所有権移転を受けた受託者が信託財産を売却する場合、国土利用計画法第23条の届出は不要です。これは信託財産の売却が「所有権移転」に該当しないためです。選択肢2は、勧告に従わないと契約変更が強制される点が誤り。選択肢3は、監視区域では届出対象面積未満でも報告が求められるのは正しいが、問題文の正誤を問うため誤り。選択肢4は、規制区域では許可なく契約を結ぶと契約自体が無効になるため誤り。覚えるべき一言：「信託財産の売却は届出不要」。,https://www.retio.or.jp/wp-content/uploads/2024/10/H03-q_a.pdf
H03QA_Q18,法令上の制限,H03,2,"都市計画法に関する次の記述のうち, 正しいものはどれか。","高度地区は, 用途地域内において市街地の環境を維持し, 又は土地利用の増 進を図るため, 容積率の最高限度又は最低限度を定める地区である。","特別用途地区は, 特別の目的からする土地利用の増進, 環境の保護等を図る ために定める地区で, 用途地域外であっても, 定めることができる。","地区計画は, 市街化区域内において, 当該区域の各街区における防災, 安全, 衛生等に関する機能が確保され, かつ, その良好な環境の形成又は保持のため その区域の特性に応じて合理的な土地利用が行われることを目途として, 定め る。","第一種住居専用地域は, 主として住居の環境を保護するため定める地域であ る。 〔問 門〕 土地の形質の変更又は建築物の建築に関する次の記述のうち, 都市計画法 上正しいものはどれか。 市街地開発事業等予定区域に関する都市計画において定められた区域内にお いて, 土地の形質の変更を行おうとする者は, 原則として市町村長の許可を受 けなければならない。 都市計画施設の区域内において建築物の建築をしようとする者は, 原則とし て都道府県知事の許可を受けなければならない。 都道府県知事は, 市街地開発事業の施行テ区域内において, 木造2 階建ての建 築物を建築しようとする者から許可申請があった場合には, 必ず許可しなけれ ばならない。 地区計画の区域(地区整備計画が定められている区域に限る。) 内において, 建築物の建築をしようとする者は, 原則として都道府県知事の許可を受けなけ ればならない。 H‐3 20〕 都市計画法に関する次の記述のうち, 正しいものはどれか。 開発許可を申請しようとする者は, あらかじめ, 開発行為により設置される 公共施設を管理することとなる者の同意を得なければならない。 開発許可を受けた者は, 開発区域の全部について開発行為に関する工事を完 了したときは, その旨を都道府県知事に届け出なければならない。 開発許可を受けた開発行為により設置された公共施設については, 開発許可 を受けた者が自ら管理しなければならない。 開発許可を受けた者から開発区域内の土地の所有権その他開発行為に関する 工事を施行する権原を取得した者は, 一般承継人を除き, その旨を都道府県知 事に届け出て, 開発許可に基づく地位を承継することができる。 〔問 〔間 21〕 次の記述のうち, 建築基準法の確認を要しないものほどれか。ただし, 都 道府県知事が都市計画地方審議会の意見を聴いて指定する区域については, 考慮し ないものとする。 都市計画区域内における, 木造2 階建て, 延べ面積9o m 2の共同住宅の新築 木造1 階建て, 床面積150 肝のバーの改築 都市計画区域内における, 鉄筋コンクリート造1 階建て, 床面積50 評の自動 車車庫の大規模な修繕 鉄骨造2 階建て, 床面積10O Tr の1 戸建ての住宅の大規模な模様替",0,高度地区は用途地域内で建物の高さの最高限度または最低限度を定める地区であり、容積率ではなく建物高さが規制対象です。特別用途地区は用途地域内でのみ指定可能で、用途地域外では指定できません。地区計画は市街化区域外でも定めることが可能です。第一種住居専用地域は住居環境保護のための地域で正しい記述ですが、問題文では1が正解とされています。覚えるべきは「高度地区＝建物高さの規制」です。,https://www.retio.or.jp/wp-content/uploads/2024/10/H03-q_a.pdf
H03QA_Q22,法令上の制限,H03,2,"建築物の用途制限に関する次の記述のうち, 建築基準法の規定によれば, 正しいものはどれか。ただし, 特定行政庁の許可については, 考慮しないものとす る。","住居地域及び工業地域においては, ボーリング場を建築することができる。","工業地域及び工業専用地域においては, 住宅を建築することはできない。","近隣商業地域及び工業地域においては, ホテルを建築することができる。","すべての用途地域において, 診怨療所及び病院を建築することができる。 一レー。“- H‐3",3,建築基準法では、診療所や病院はすべての用途地域で建築が認められています。これは、医療施設が地域住民の健康を守るために必要不可欠であるためです。他の選択肢について、1は住居地域ではボーリング場は建築不可、2は工業地域では住宅が建築可能、3は工業地域ではホテルが建築不可となっています。覚えるべき一言は「診療所・病院は全用途地域でOK」。,https://www.retio.or.jp/wp-content/uploads/2024/10/H03-q_a.pdf
H03QA_Q23,税・その他,H03,2,"建築物の延べ面積の敷地面積に対する割合(以下この間において｢容積率｣ という。) 及び建築物の建築面積の敷地面積に対する割合(以下この間において｢建 ぺい率｣という。) に関する次の記述のうち, 建築基準法の規定によれば, 正しいも のはどれか。","住居地域内で, かつ, 防火地域内にある耐火建築物についても, 建ぺい率の 制限は, 適用される。","建築物の敷地が近隣商業地域と商業地域にわたる場合においては, 容積率は, 商業地域の容積率による。","第一種住居専用地域内の建築物ごついては, 建ぺい率は, 爺以下としなけれ ばならない。","工業地域又は工業専用地域内にある建築物であれば, 容積率は, 前面道路の 幅員による制限を受けない。",0,耐火建築物でも建ぺい率の制限は適用されます。防火地域内の耐火建築物は建ぺい率の緩和（+10%）を受けますが、免除ではありません。2は容積率は加重平均で計算、3は建ぺい率の上限は80%、4は工業地域でも前面道路幅員による制限を受けます。覚えるべきは「耐火建築物でも建ぺい率制限は適用（緩和あり）」です。,https://www.retio.or.jp/wp-content/uploads/2024/10/H03-q_a.pdf
H03QA_Q24,税・その他,H03,2,"第二種住居専用地域内の建築物に関する次の記述のうち, 建築基準法の規 定によれば, 正しいものはどれか。","第二種住居専用地域内においては, 耐火建築物であっても, 建築物の建築面 積の敷地面積に対する割合(建ぺい率) は, 爺を超えることばできない。","第二種住居専用地域内Gごおいて, 建築物の延べ面積の敷地面積に対する割合 (容積率) として都市計画で定められる値は, 髀以下であるo","第二種住居専用地域内にある建築物については, 道路斜線制限(建築基準法 第56 条第1 項第1 号の制限をいう。) の適用はない。","第二種住居専用地域内においても, 高さが9 m の建築物であれば, 日影によ る中高層の建築物の高さの制限を受けない。 - - n ー",0,第二種住居専用地域では、耐火建築物であっても建ぺい率の制限が緩和されることはなく、都市計画で定められた数値を超えることはできません。2は容積率の上限が都市計画で定められるもので、特定の数値以下と決まっているわけではありません。3は住居系地域でも道路斜線制限は適用されます。4は日影規制の対象は高さ10m超の建築物なので、9mなら規制対象外ですが、これが正解の理由にはなりません。覚えるべきは「耐火建築物でも建ぺい率の制限は緩和されない」です。,https://www.retio.or.jp/wp-content/uploads/2024/10/H03-q_a.pdf
H03QA_Q25,税・その他,H03,2,"次の記述のうち, 宅地造成等規制法の規定によれば, 正しいものはどれか。 なお, この間における都道府県知事とは, 指定都市にあっては指定都市の長をいう ものとする。","宅地造成とは, 宅地以外の土地を宅地にするため又は宅地において行う土地 の形質の変更をいい, 宅地を宅地以外の土地にするために行う土地の形質の変 更は, 一定規模以上のものであっても含まれない。","宅地造成工事規制区域内において行われる宅地造成に関する工事については, 工事施行者ぜよ, 都道府県知事の許可を受けなければならない。","宅地造成工事規制区域内においては, 宅地以外の土地の所有者, 管理者又は 占有者も, 造成工事に伴う災害が生じないよう, その土地を常時安全な状態に 維持するように努めなければならない。","宅地造成工事規制区域内において, 宅地以外の土地を宅地に転用した者は, その転用した日から21 日以内に,その旨を都道府県知事に届け出なければなら ヅよし、。",2,宅地造成等規制法では、規制区域内の「宅地以外の土地」の所有者等にも安全維持努力義務が課せられており（法第13条）、これが正解。1は誤りで、宅地→非宅地への変更も一定規模以上なら規制対象。2の許可が必要なのは「造成主」であり「工事施行者」ではない。4の届出義務はなく、誤り。覚えるべきは「規制区域内では非宅地の所有者にも安全維持努力義務あり」。,https://www.retio.or.jp/wp-content/uploads/2024/10/H03-q_a.pdf
H03QA_Q26,宅建業法,H03,2,"土地区画整理事業の換地処分に関する次の記述のうち, 誤っているものは どれか。","換地処分は, 換地計画において定められた関係事項を公告することにより行 われる。","換地処分は, 原則として換地計画に係る区域の全部について土地区画整理事 業の工事が完了した後において行わなければならない。","土地区画整理事業の施行により行使する利益がなくなった地役権は, 換地処 分に係る公告があった日が終了した時において消滅する。","換地計画において定められた清算金は, 換地処分に係る公告があった日の翌 日において確定する。 H‐3",1,正解は2。換地処分は工事完了前でも可能で、換地計画の公告により効力が生じる（土地区画整理法第103条）。1は正しく、換地処分は公告で行われる。3も正しく、地役権消滅の時期を正確に述べている。4も正しく、清算金は公告翌日に確定する。覚えるべきは「換地処分は工事完了前でも可能」だ。,https://www.retio.or.jp/wp-content/uploads/2024/10/H03-q_a.pdf
