id,field,year,difficulty,question,choice1,choice2,choice3,choice4,answer,explanation,source_url
R5QESTIONANSWER_Q40,宅建業法,R5,2,宅地建物取引業者Ａが、ＢからＢ所有の中古住宅の売却の依頼を受け、専任媒介 契約（専属専任媒介契約ではないものとする。）を締結した場合に関する次の記述のうち、宅 地建物取引業法（以下この問において「法」という。）の規定によれば、正しいものはどれか。,Ａは、当該中古住宅について購入の申込みがあったときは、遅滞なく、その旨をＢに報告 しなければならないが、Ｂの希望条件を満たさない申込みだとＡが判断した場合については 報告する必要はない。,Ａは、法第34 条の2 第1 項の規定に基づく書面の交付後、速やかに、Ｂに対し、法第34 条の2 第1 項第4 号に規定する建物状況調査を実施する者のあっせんの有無について確認し なければならない。,Ａは、当該中古住宅について法で規定されている事項を、契約締結の日から休業日数を含 め7 日以内に指定流通機構へ登録する義務がある。,Ａは、Ｂが他の宅地建物取引業者の媒介又は代理によって売買の契約を成立させたときの 措置を法第34 条の2 第1 項の規定に基づく書面に記載しなければならない。,3,公式解答: 4,https://www.retio.or.jp/wp-content/uploads/2025/03/R5_qestion_answer　.pdf
R5QESTIONANSWER_Q41,宅建業法,R5,2,次の記述のうち、宅地建物取引業法の規定によれば、正しいものはどれか。,甲県知事は、宅地建物取引士に対して必要な報告を求めることができるが、その対象は、 甲県知事登録の宅地建物取引士であって、適正な事務の遂行を確保するために必要な場合に 限られる。,宅地建物取引業者Ａ（甲県知事免許）で専任の宅地建物取引士として従事しているＢ（甲 県知事登録）が、勤務実態のない宅地建物取引業者Ｃ（乙県知事免許）において、自らが専 任の宅地建物取引士である旨の表示がされていることを許した場合には、乙県知事は、Ｂに 対し、必要な指示をすることができる。,宅地建物取引士が不正の手段により宅地建物取引士証の交付を受けた場合においては、そ の登録をしている都道府県知事は、情状が特に重いときは、当該宅地建物取引士の登録を消 除することができる。,都道府県知事は、宅地建物取引士に対して登録消除処分を行ったときは、適切な方法で公 告しなければならない。,1,公式解答: 2,https://www.retio.or.jp/wp-content/uploads/2025/03/R5_qestion_answer　.pdf
R5QESTIONANSWER_Q42,宅建業法,R5,2,宅地建物取引業法第35 条に規定する重要事項の説明に関する次の記述のうち、 誤っているものはいくつあるか。 ア 宅地建物取引士は、重要事項説明をする場合、取引の相手方から請求されなければ、宅地 建物取引士証を相手方に提示する必要はない。 イ 売主及び買主が宅地建物取引業者ではない場合、当該取引の媒介業者は、売主及び買主に 重要事項説明書を交付し、説明を行わなければならない。 ウ 宅地の売買について売主となる宅地建物取引業者は、買主が宅地建物取引業者である場合、 重要事項説明書を交付しなければならないが、説明を省略することはできる。 エ 宅地建物取引業者である売主は、宅地建物取引業者ではない買主に対して、重要事項とし て代金並びにその支払時期及び方法を説明しなければならない。,一つ,二つ,三つ,四つ,2,公式解答: 3,https://www.retio.or.jp/wp-content/uploads/2025/03/R5_qestion_answer　.pdf
R5QESTIONANSWER_Q43,宅建業法,R5,2,宅地建物取引業者Ａが媒介により宅地の売買契約を成立させた場合における宅地 建物取引業法第37 条の規定により交付すべき書面（以下この問において「37 条書面」とい う。）に関する次の記述のうち、正しいものはどれか。,Ａは、買主が宅地建物取引業者であるときは、37 条書面に移転登記の申請時期を記載し なくてもよい。,Ａは、37 条書面を売買契約成立前に、各当事者に交付しなければならない。,Ａは、37 条書面を作成したときは、専任の宅地建物取引士をして37 条書面に記名させる 必要がある。,Ａは、天災その他不可抗力による損害の負担に関する定めがあるときは、その内容を37 条書面に記載しなければならない。,3,公式解答: 4,https://www.retio.or.jp/wp-content/uploads/2025/03/R5_qestion_answer　.pdf
R5QESTIONANSWER_Q44,宅建業法,R5,2,宅地建物取引業保証協会（以下この問において「保証協会」という。）に関する 次の記述のうち、宅地建物取引業法の規定によれば、正しいものはどれか。,保証協会の社員は、自らが取り扱った宅地建物取引業に係る取引の相手方から当該取引に 関する苦情について解決の申出が保証協会にあり、保証協会から関係する資料の提出を求め られたときは、正当な理由がある場合でなければ、これを拒んではならない。,保証協会は、社員がその一部の事務所を廃止したことに伴って弁済業務保証金分担金を当 該社員に返還しようとするときは、弁済業務保証金の還付請求権者に対し、一定期間内に認 証を受けるため申し出るべき旨の公告を行わなければならない。,保証協会は、宅地建物取引業者の相手方から、社員である宅地建物取引業者の取り扱った 宅地建物取引業に係る取引に関する損害の還付請求を受けたときは、直ちに弁済業務保証金 から返還しなければならない。,保証協会は、手付金等保管事業について国土交通大臣の承認を受けた場合、社員が自ら売 主となって行う宅地又は建物の売買で、宅地の造成又は建築に関する工事の完了前における 買主からの手付金等の受領について、当該事業の対象とすることができる。,0,公式解答: 1,https://www.retio.or.jp/wp-content/uploads/2025/03/R5_qestion_answer　.pdf
R5QESTIONANSWER_Q45,宅建業法,R5,2,宅地建物取引業者Ａが、自ら売主として、宅地建物取引業者ではない買主Ｂに新 築住宅を販売する場合に関する次の記述のうち、特定住宅瑕疵担保責任の履行の確保等に関す る法律の規定によれば、正しいものはどれか。,Ａが信託会社又は金融機関の信託業務の兼営等に関する法律第1 条第1 項の認可を受けた 金融機関であって、宅地建物取引業を営むものである場合、住宅販売瑕 か 疵 し 担保保証金の供託 又は住宅販売瑕 か 疵 し 担保責任保険契約の締結を行う義務を負わない。,Ａは、住宅販売瑕 か 疵 し 担保保証金の供託をする場合、当該住宅の売買契約を締結するまでに、 Ｂに対し供託所の所在地等について、必ず書面を交付して説明しなければならず、買主の承 諾を得ても書面の交付に代えて電磁的方法により提供することはできない。,Ａは、住宅販売瑕 か 疵 し 担保保証金の供託をする場合、当該住宅の最寄りの供託所へ住宅販売 瑕 か 疵 し 担保保証金の供託をしなければならない。,ＡＢ間の売買契約において、当該住宅の構造耐力上主要な部分に瑕 か 疵 し があってもＡが瑕 か 疵 し 担保責任を負わない旨の特約があった場合においても、Ａは住宅販売瑕 か 疵 し 担保保証金の供託 又は住宅販売瑕 か 疵 し 担保責任保険契約の締結を行う義務を負う。,3,公式解答: 4,https://www.retio.or.jp/wp-content/uploads/2025/03/R5_qestion_answer　.pdf
R5QESTIONANSWER_Q46,税・その他,R5,2,独立行政法人住宅金融支援機構（以下この問において「機構」という。）に関す る次の記述のうち、誤っているものはどれか。,機構は、子どもを育成する家庭又は高齢者の家庭（単身の世帯を含む。）に適した良好な 居住性能及び居住環境を有する賃貸住宅の建設に必要な資金の貸付けを業務として行ってい る。,機構は、証券化支援事業（買取型）において、新築住宅に対する貸付債権のみを買取りの 対象としている。,機構は、証券化支援事業（買取型）において、ＺＥＨ（ネット・ゼロ・エネルギーハウ ス）及び省エネルギー性、耐震性、バリアフリー性、耐久性・可変性に優れた住宅を取得す る場合に、貸付金の利率を一定期間引き下げる制度を実施している。,機構は、マンション管理組合や区分所有者に対するマンション共用部分の改良に必要な資 金の貸付けを業務として行っている。,1,公式解答: 2,https://www.retio.or.jp/wp-content/uploads/2025/03/R5_qestion_answer　.pdf
R5QESTIONANSWER_Q47,税・その他,R5,2,宅地建物取引業者が行う広告に関する次の記述のうち、不当景品類及び不当表示 防止法（不動産の表示に関する公正競争規約を含む。）の規定によれば、正しいものはどれか。,実際には取引する意思がない物件であっても実在するものであれば、当該物件を広告に掲 載しても不当表示に問われることはない。,直線距離で50 m 以内に街道が存在する場合、物件名に当該街道の名称を用いることがで きる。,物件の近隣に所在するスーパーマーケットを表示する場合は、物件からの自転車による所 要時間を明示しておくことで、徒歩による所要時間を明示する必要がなくなる。,一棟リノベーションマンションについては、一般消費者に対し、初めて購入の申込みの勧 誘を行う場合であっても、「新発売」との表示を行うことはできない。,1,公式解答: 2,https://www.retio.or.jp/wp-content/uploads/2025/03/R5_qestion_answer　.pdf
R5QESTIONANSWER_Q48,税・その他,R5,2,次の記述のうち、誤っているものはどれか。,令和3 年度宅地建物取引業法の施行状況調査（令和4 年9 月公表）によれば、令和4 年3 月末における宅地建物取引業者の全事業者数は14 万業者を超え、8 年連続で増加した。,令和5 年地価公示（令和5 年3 月公表）によれば、令和4 年1 月以降の1 年間の地価につ いて、地方圏平均では、全用途平均、住宅地、商業地のいずれも2 年連続で上昇し、工業地 は6 年連続で上昇した。,建築着工統計調査報告（令和4 年計。令和5 年1 月公表）によれば、令和4 年の民間非居 住建築物の着工床面積は、前年と比較すると、工場及び倉庫は増加したが、事務所及び店舗 が減少したため、全体で減少となった。,年次別法人企業統計調査（令和3 年度。令和4 年9 月公表）によれば、令和3 年度におけ る不動産業の売上高営業利益率は11.1 ％と2 年連続で前年度と比べ上昇し、売上高経常利 益率も12.5 ％と2 年連続で前年度と比べ上昇した。,0,公式解答: 1,https://www.retio.or.jp/wp-content/uploads/2025/03/R5_qestion_answer　.pdf
R5QESTIONANSWER_Q49,税・その他,R5,2,土地に関する次の記述のうち、最も不適当なものはどれか。,自然堤防の後背湿地側の縁は、砂が緩く堆積していて、地下水位も浅いため、地震時に液 状化被害が生じやすい地盤である。,谷底低地に軟弱層が厚く堆積している所では、地震動が凝縮されて、震動が小さくなる。,1923 年の関東地震の際には、東京の谷底低地で多くの水道管や建物が被害を受けた。,大都市の近郊の丘陵地では、丘を削り谷部に盛土し造成宅地が造られたが、盛土造成に際 しては、地下水位を下げるため排水施設を設け、締め固める等の必要がある。,1,公式解答: 2,https://www.retio.or.jp/wp-content/uploads/2025/03/R5_qestion_answer　.pdf
R5QESTIONANSWER_Q50,税・その他,R5,2,建物の構造と材料に関する次の記述のうち、最も不適当なものはどれか。,鉄筋コンクリート構造は、地震や風の力を受けても、躯 く 体の変形は比較的小さく、耐火性 にも富んでいる。,鉄筋コンクリート構造は、躯 く 体の断面が大きく、材料の質量が大きいので、建物の自重が 大きくなる。,鉄筋コンクリート構造では、鉄筋とコンクリートを一体化するには、断面が円形の棒鋼で ある丸鋼の方が表面に突起をつけた棒鋼である異形棒鋼より、優れている。,鉄筋コンクリート構造は、コンクリートが固まって所定の強度が得られるまでに日数がか かり、現場での施工も多いので、工事期間が長くなる。 受 験 番 号 ― 受 験 者 氏 名 令和5 年度問題 問 １ 問 ２ 問 ３ 問 ４ 問 ５ 問 ６ 問 ７ 問 ８ 問 ９ 問１０ 問１１ 問１２ 問１３ 問１４ 問１５ 問１６ 問１７ 問１８ 問１９ 問２０ 問２１ 問２２ 問２３ 問２４ 問２５ 問２６ 問２７ 問２８ 問２９ 問３０ 問３１ 問３２ 問３３ 問３４ 問３５ 問３６ 問３７ 問３８ 問３９ 問４０ 問４１ 問４２ 問４３ 問４４ 問４５ 問４６ 問４７ 問４８ 問４９ 問５０ ◆試験問題の正解番号 ◆合否判定基準 令和５年度宅地建物取引士資格試験 ５０問中３６問以上正解 （登録講習修了者 ４５問中３１問以上正解）,2,公式解答: 3,https://www.retio.or.jp/wp-content/uploads/2025/03/R5_qestion_answer　.pdf
R6QUESTIONANSWER_Q01,権利関係,R6,2,法律行為に関する次の記述のうち、民法の規定によれば、正しいものはどれか。,営業を許された未成年者が、その営業に関する意思表示をした時に意思能力を有しなかっ た場合は、その法律行為は無効である。,公の秩序に反する法律行為であっても、当事者が納得して合意した場合には、その法律行 為は有効である。,詐欺による意思表示は取り消すことによって初めから無効であったとみなされるのに対し、 強迫による意思表示は取り消すまでもなく無効である。,他人が所有している土地を目的物にした売買契約は無効であるが、当該他人がその売買契 約を追認した場合にはその売買契約は有効となる。,0,公式解答: 1,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q02,権利関係,R6,2,委任契約・準委任契約に関する次の記述のうち、民法の規定及び判例によれば、 誤っているものはどれか。,売主が、売買契約の付随義務として、買主に対して、マンション専有部分内の防火戸の操 作方法につき説明義務を負う場合、業務において密接な関係にある売主から委託を受け、売 主と一体となって当該マンションの販売に関する一切の事務を行っていた宅地建物取引業者 も、買主に対して、防火戸の操作方法について説明する信義則上の義務を負うことがある。,受任者は、委任者の許諾を得たとき、又はやむを得ない事由があるときでなければ、復受 任者を選任することができない。,委任契約で本人が死亡しても代理権が消滅しない旨を合意して代理人に代理権を与えた場 合、本人が死亡しても代理権は消滅しない。,委任は、当事者の一方が仕事を完成することを相手方に約し、相手方がその仕事の結果に 対しその報酬を支払うことを約さなければ、その効力を生じない。,3,公式解答: 4,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q03,権利関係,R6,2,甲土地につき、Ａ、Ｂ、Ｃ、Ｄの4 人がそれぞれ4 分の1 の共有持分を有してい て、Ａ、Ｂ、ＣのいずれもＤの所在を知ることができない場合に関する次の記述のうち、民法 の規定及び判例によれば、正しいものはどれか。なお、Ｄの共有持分は、相続財産には属して いないものとする。,甲土地に、その形状又は効用の著しい変更を伴う変更を加える場合には、共有者の過半数 の同意が必要であり、本件ではＡ、Ｂ、Ｃ3 人の同意が必要となる。,甲土地の所有 権の登記名義人となっている者が所有者ではないＥである場合、持分に基づ いてＥに対して登記の抹消を求めるためには、所在が判明しているＡ、Ｂ、Ｃのうち2 人の 同意が必要である。,Ａ、Ｂ、Ｃ3 人の同意があれば、甲土地を資材置場として賃借したいＦとの間で期間を3 年とする賃貸借契約を締結することができる。,Ａが裁判所に請求して、裁判所がＤの持分をＡに取得させる旨の決定をした場合、Ｄは、 その決定から3 年以内に限り、Ａが取得したＤの共有持分の時価相当額をＡに対して支払う よう請求することができる。,2,公式解答: 3,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q04,権利関係,R6,2,Ａを売主、Ｂを買主として甲土地の売買契約（以下この問において「本件契約」 という。）が締結された直後にＡが死亡し、ＣがＡを単独相続した場合における次の記述のう ち、民法の規定によれば、正しいものはどれか。,売買代金を受領したＣが甲土地の引渡しを拒絶する意思を明確に表示したとしても、Ｂは、 Ｃに対して相当の期間を定めた催告をしなければ、本件契約を解除することができない。,Ｂが期日までに売買代金を支払わない場合であっても、本件契約の解除権はＡの一身に専 属した権利であるため、Ｃは本件契約を解除することはできない。,Ｂは、売買代金が支払い済みだったとしても、甲土地の所有権登記を備えなければ、Ｃに 対して甲土地の引渡しを請求することはできない。,本件契約が、Ａの詐欺により締結されたものである場合、ＢはＣに対して、本件契約の取 消しを主張することができる。,3,公式解答: 4,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q05,権利関係,R6,2,履行遅滞に関する次の記述のうち、民法の規定及び判例によれば、正しいものは どれか。,不法行為の加害者は、不法行為に基づく損害賠償債務について、履行の請求を受けた時か ら遅滞の責任を負う。,善意の受益者は、その不当利得返還債務について、履行の請求を受けた時から遅滞の責任 を負う。,請負人の報酬債権に対して、注文者がこれと同時履行の関係にある目的物の瑕 か 疵 し 修補に代 わる損害賠償債権を自働債権とする相殺の意思表示をした場合、注文者は、請負人に対する 相殺後の報酬残債務について、当該残債務の履行の請求を受けた時から遅滞の責任を負う。,債務の履行について不確定期限があるときは、債務者は、その期限の到来したことを知っ た後に履行の請求を受けた時から遅滞の責任を負う。,1,公式解答: 2,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q06,権利関係,R6,2,Ａの所有する甲土地にＢを地上権者とする地上権（以下この問において「本件地 上権」という。）が設定され、その旨の登記がされた後に、甲土地にＣを抵当権者とする抵当 権が設定され、その旨の登記がされた場合における次の記述のうち、民法の規定によれば、正 しいものはいくつあるか。 ア ＢがＡとの売買契約に基づき、甲土地の所有権を取得したときは、本件地上権は消滅する。 イ Ａが死亡してＢがＡを単独相続し、甲土地の所有権を取得したときは、本件地上権は消滅 する。 ウ ＢがＡとの代物弁済契約に基づき、甲土地の所有権を取得したときは、本件地上権は消滅 する。 エ ＢがＡとの贈与契約に基づき、甲土地の所有権を取得したときは、本件地上権は消滅する。,一つ,二つ,三つ,なし,3,公式解答: 4,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q07,権利関係,R6,2,Ａを貸主、Ｂを借主として甲建物の賃貸借契約（以下この問において「本件契 約」という。）が締結され、Ｂが甲建物の引渡しを受けた場合における次の記述のうち、民法 の規定及び判例によれば、正しいものはどれか。,ＣがＢに対し甲建物をＡから買受けたとの虚偽の話をしたので、これを信じたＢが甲建物 の占有を任意にＣに移転した場合、ＡはＣに対して、占有回収の訴えにより甲建物の返還を 請求することはできない。,Ｂが、Ａの甲建物への立ち入りを建物入り口を閉ざして拒んだときは、Ａは甲建物の間接 占有が侵奪されたものとして、Ｂに対して、占有回収の訴えにより甲建物の返還を請求する ことができる。,Ｂが死亡して、ＤがＢを単独相続した場合、Ｄは相続開始を知るまでは、Ｂによる甲建物 の占有を承継しない。,ＡとＢのいずれもが死亡した場合、本件契約は当然に終了する。,0,公式解答: 1,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q08,権利関係,R6,2,次の記述のうち、民法の条文として規定されていないものはどれか。,隔地者間の契約は、承諾の通知を発した時に成立する。,無効な行為に基づく債務の履行として給付を受けた者は、相手方を原状に復させる義務を 負う。,代理人が自己又は第三者の利益を図る目的で代理権の範囲内の行為をした場合において、 相手方がその目的を知り、又は知ることができたときは、その行為は、代理権を有しない者 がした行為とみなす。,未成年者が法律行為をするには、その法定代理人の同意を得なければならない。ただし、 単に権利を得、又は義務を免れる法律行為については、この限りでない。,0,公式解答: 1,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q09,権利関係,R6,2,承諾に関する次の記述のうち、民法の規定によれば、正しいものはどれか。,第三者が債務者との間で、債務者の債務につき免責的債務引受契約をする場合、債権者の 承諾は不要である。,第三者が債務者との間で、債務者の債務につき併存的債務引受契約をした場合、債権者が 第三者に承諾をした時点で、その効力が生ずる。,第三者が債権者との間で、債務者の債務につき併存的債務引受契約をした場合、債務者が 第三者に承諾をした時点で、その効力が生ずる。,賃借人が賃貸借契約の目的物を第三者に転貸する場合、賃貸人の承諾は不要である。,1,公式解答: 2,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q10,権利関係,R6,2,売買契約の目的物が品質に関して契約の内容に適合しない場合において、当該契 約不適合が売主及び買主のいずれの責めにも帰することができない事由によるものであるとき、 履行の追完請求権、代金の減額請求権、損害賠償請求権及び契約の解除権のうち、民法の規定 によれば、買主が行使することができない権利のみを掲げたものとして正しいものは次の記述 のうちどれか。なお、上記帰責性以外の点について、権利の行使を妨げる事情はないものとす る。,履行の追完請求権、損害賠償請求権、契約の解除権,代金の減額請求権、損害賠償請求権、契約の解除権,履行の追完請求権、代金の減額請求権,損害賠償請求権,3,公式解答: 4,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q11,権利関係,R6,2,建物の所有を目的とする土地の賃貸借契約（一時使用目的の借地契約を除く。） に関する次の記述のうち、借地借家法の規定によれば、正しいものはどれか。,専ら事業の用に供する建物（居住の用に供するものを除く。）の所有を目的とし、存続期 間を20 年として借地権を設定する場合、建物買取請求権の規定は適用されず、また、その 契約は、公正証書による等書面によってしなければならない。,居住の用に供する建物の所有を目的として借地権を設定する場合において、借地権を消滅 させる目的で、その設定後30 年を経過した日に借地権の目的である土地の上の建物を借地 権設定者に相当の対価で譲渡する旨の特約を定めても、この特約は無効である。,借地権を設定する場合において、存続期間を定めなかったときは、その期間は30 年とな る。,当事者が借地権の設定後に最初に借地契約を更新する場合において、存続期間を定めな かったときは、その期間は更新の日から10 年となる。,2,公式解答: 3,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q12,権利関係,R6,2,賃貸人Ａと賃借人Ｂとが、居住目的で期間を3 年として、借地借家法第38 条の 定期建物賃貸借契約（以下この問において「契約①」という。）を締結した場合と、定期建物 賃貸借契約でも一時使用目的の賃貸借契約でもない普通建物賃貸借契約（以下この問において 「契約②」という。）を締結した場合とに関する次の記述のうち、借地借家法の規定によれば、 正しいものはどれか。,Ｂが建物の引渡しを受けた後にＡが建物をＣに売却して建物所有者がＣに変わった場合、 Ｂは、契約①の場合ではＣに対して賃借人であることを主張できるが、契約②の場合ではＣ に対して賃借人であることを主張できない。,契約期間中は賃料の改定を行わない旨の特約を契約において定めていても、契約期間中に 賃料が不相当になったと考えるに至ったＢは、契約①の場合も契約②の場合も、借地借家法 第32 条に基づく賃料減額請求をすることができる。,Ｂが契約期間中に相続人なしで死亡した場合において、婚姻はしていないが事実上夫婦と 同様の関係にあった同居者Ｄがあるときは、契約①の場合も契約②の場合も、Ａに反対の意 思表示をしないＤは、建物の賃貸借契約に関し、Ｂの権利義務を承継する。,契約①の場合、公正証書によって契約をするときに限り契約の更新がないことを有効に定 めることができ、契約②の場合、書面で契約し、かつ、Ａに正当な理由がない限り、Ａは契 約の更新を拒絶することができなくなる。,2,公式解答: 3,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q13,権利関係,R6,2,建物の区分所有等に関する法律に関する次の記述のうち、誤っているものはどれ か。,各共有者の共用部分の持分は、規約に別段の定めがない限り、共有者数で等分することと されている。,規約及び集会の決議は、区分所有者の特定承継人に対しても、その効力を生ずる。,管理者は、集会において、毎年1 回一定の時期に、その事務に関する報告をしなければな らない。,集会の招集の通知は、区分所有者が管理者に対して通知を受けるべき場所を通知しなかっ たときは区分所有者の所有する専有部分が所在する場所にあててすれば足りる。この場合に は、集会の招集の通知は、通常それが到達すべき時に到達したものとみなされる。,0,公式解答: 1,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q14,権利関係,R6,2,不動産の登記に関する次の記述のうち、不動産登記法の規定によれば、誤ってい るものはどれか。,買戻しの特約に関する登記がされている場合において、契約の日から10 年を経過したと きは、登記権利者は、単独で当該登記の抹消を申請することができる。,不動産の収用による所有権の移転の登記は、起業者が単独で申請することができる。,相続人ではない者に対する遺贈による所有権の移転の登記は、登記権利者が単独で申請す ることができる。,登記名義人の住所についての変更の登記は、登記名義人が単独で申請することができる。,2,公式解答: 3,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q15,法令上の制限,R6,2,都市計画法に関する次の記述のうち、誤っているものはどれか。,都市計画区域外においても、特に必要があるときは、都市施設に関する都市計画を定める ことができる。,準都市計画区域については、用途地域が定められている土地の区域であっても、市街地開 発事業に関する都市計画を定めることができない。,用途地域の一つである準住居地域は、道路の沿道としての地域の特性にふさわしい業務の 利便の増進を図りつつ、これと調和した住居の環境を保護するために定める地域である。,地区計画は、用途地域が定められている土地の区域についてのみ都市計画に定められるも のであり、また、地区計画に関する都市計画を定めるに当たっては、地区整備計画を都市計 画に定めなければならない。,3,公式解答: 4,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q16,法令上の制限,R6,2,都市計画法（以下この問において「法」という。）に関する次の記述のうち、正 しいものはどれか。ただし、この問において条例による特別の定めはないものとし、「都道府 県知事」とは、地方自治法に基づく指定都市、中核市及び施行時特例市にあってはその長をい うものとする。,"市街化区域内において行う、医療法に規定する病院を建築するための1,000 m2 の開発行 為については、法第29 条に基づく都道府県知事の許可を得る必要がある。","市街化区域内において行う、開発行為を伴わない建築物の建築で、当該建築物の床面積が 1,000 m2 以上のものについては、法第29 条に基づく都道府県知事の許可を得る必要がある。",市街化調整区域内において行う、都市計画事業の施行のための開発行為については、法第 29 条に基づく都道府県知事の許可を得る必要がある。,法第29 条に基づく許可を受けた者は、当該許可に係る土地についての一定の事項を開発 登録簿に登録しなければならない。,0,公式解答: 1,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q17,法令上の制限,R6,2,建築基準法に関する次の記述のうち、誤っているものはどれか。なお、建築副主 事の確認にあっては、建築基準法に定める大規模建築物以外の建築物に限るものとする。,高さ25 m の建築物には、周囲の状況によって安全上支障がない場合を除き、有効に避雷 設備を設けなければならない。,特定行政庁は、建築基準法の規定に違反した建築物（国、都道府県又は建築主事を置く市 町村の建築物を除く。）の所有者に対して、緊急の必要があり、仮に当該建築物の使用禁止 又は使用制限の命令をする場合であっても、意見書の提出先等を記載した通知書の交付等の 手続をとらなければならない。,防火地域内に存在する共同住宅（その用途に供する部分の床面積の合計が300 m2）を増 築する場合、その増築に係る部分の床面積の合計が10 m2 以内であっても、建築主事、建築 副主事又は指定確認検査機関の確認を受ける必要がある。,劇場の用途に供する建築物を映画館（その用途に供する部分の床面積の合計が500 m2） に用途変更する場合、建築主事、建築副主事又は指定確認検査機関の確認を受ける必要はな い。,1,公式解答: 2,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q18,法令上の制限,R6,2,次の記述のうち、建築基準法の規定によれば、正しいものはどれか。,客席部分の床面積の合計が300 m2 の映画館については、第二種住居地域内において建築 することはできないが、準住居地域内においては建築することができる。,特定用途誘導地区内において、都市計画で建築物の高さの最高限度が定められていたとし ても、特定行政庁が用途上又は構造上やむを得ないと認めて許可したものについては、当該 最高限度を超えてよい。,計画しようとする建築物の天空率が、道路斜線制限、隣地斜線制限又は北側斜線制限に適 合する建築物の天空率未満であれば、これらの制限は適用されない。,都市計画で建蔽率の限度が80 ％に指定されている区域かつ防火地域内にある耐火建築物 について、建蔽率の限度を超えるためには、特定行政庁による許可を得る必要がある。,1,公式解答: 2,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
R6QUESTIONANSWER_Q19,法令上の制限,R6,2,宅地造成及び特定盛土等規制法に関する次の記述のうち、誤っているものはどれ か。なお、この問において「都道府県知事」とは、地方自治法に基づく指定都市及び中核市に あってはその長をいうものとし、地方自治法に基づく施行時特例市に係る経過措置については 考慮しないものとする。,都道府県知事は、基礎調査のために他人の占有する土地に立ち入って測量又は調査を行う 必要があるときは、その必要の限度において、当該土地に、自ら立ち入り、又はその命じた 者若しくは委任した者に立ち入らせることができ、当該土地の占有者は、正当な理由がない 限り、その立入りを拒み、又は妨げてはならない。,都道府県知事は、宅地造成等工事規制区域内の土地について、宅地造成等に伴う災害を防 止するために必要があると認める場合には、その土地の所有者に対して、擁壁等の設置等の 措置をとることを勧告することができる。,工事主は、宅地造成等工事規制区域において行われる宅地造成等に関する工事について、 工事着手後2 週間以内に、宅地造成等に関する工事の施行に係る土地の周辺地域の住民に対 し、説明会の開催その他の当該宅地造成等に関する工事の内容を周知させるため必要な措置 を講じなければならない。,特定盛土等規制区域内において行われる特定盛土等又は土石の堆積に関する工事について は、工事主は、当該工事に着手する日の30 日前までに、主務省令で定めるところにより、 当該工事の計画を都道府県知事に届け出なければならない。ただし、特定盛土等又は土石の 堆積に伴う災害の発生のおそれがないと認められるものとして政令で定める工事については、 この限りでない。,2,公式解答: 3,https://www.retio.or.jp/wp-content/uploads/2025/03/R6_question_answer.pdf
